
# =============================================================================
# Basic dialog strings
# =============================================================================

dialog_new                              Nova
score_tooltip_clemencychance_title      Likelihood of Clemency
score_tooltip_clemencychance            The likelihood that the Appeals Board will grant clemency and commute the prisoners death row sentence. Each unsuccessful appeal lowers this value until it is below the State Approved Conviction Strength, at which point full authorisation to proceed is given. Scheduling the execution before this point will result in extreme penalties if it is later found that the prisoner's appeal would have succeeded.\n\nIf clemency is granted, the prisoner will be immediately released (if found innocent), or transferred to Maximum Security (if still judged as guilty.)
score_tooltip_currentchance             The State Approved Conviction Strength is *X%
score_tooltip_clemencywarning           The chance of this prisoner being granted clemency is currently above the State Approved safe level. If you proceed with this execution, you will be held personally responsible if it is later found he would have been granted clemency. 

experiencefactor_FractionalLockedUp     *X% of stay locked up
experiencefactor_FractionalReform       *X% of stay in reform programs
experiencefactor_fractionalWorking      *X% of stay working
experiencefactor_fractionalsuppressed   *X% of stay suppressed
experiencefactor_fractionalinjured      *X% of stay with untreated injuries
experiencefactor_fractionalintoxicated  *X% of stay intoxicated (drugs/alcohol/withdrawal)
experiencefactor_fractionalmisbehaving  *X% of stay misbehaving
experiencefactor_fractionalarmedguard   *X% of stay under armed guard or suppressed
experiencefactor_fractionalwellfed      *X% of stay well fed
experiencefactor_fractionalexercising   *X% of stay exercising
experiencefactor_fractionalfreetime     *X% of stay in free time

experiencefactor_passedeasyprograms             Passed *X easy programs
experiencefactor_passedintermediateprograms     Passed *X intermediate programs
experiencefactor_passedadvancedprograms         Passed *X advanced programs
experiencefactor_passedexpertprograms           Passed *X expert programs

experiencefactor_YearsServed            *X years served
experiencefactor_fights                 Involved in violent incidents
experiencefactor_murders                Committed murder *X times within your prison
experiencefactor_escapeattempts         Tried to escape *X times
experiencefactor_addictions             *X active addictions
experiencefactor_gangmembership         Gang Member

legend_key                              Key:

needs_graphscale_title                  Prisoners:
needs_key_critical                      Critical
needs_key_high                          High
needs_key_med                           Medium
needs_key_satisfied                     Satisfied
needs_key_active                        Active

contraband_supplyanddemand              Supply and Demand
contraband_narcotics                    Narcotics
contraband_weapons                      Weapons
contraband_tools                        Tools
contraband_luxuries                     Luxuries
contraband_metal                        Metal
contraband_smelly                       Smelly
contraband_rangedweapon                 Ranged Weapon
contraband_improvised                   Improvised

contraband_key_supply                   Supply
contraband_key_demand                   Demand
contraband_log_stolen                   STOLEN
contraband_log_position                 POSITION
contraband_log_smuggled                 SMUGGLED
contraband_log_traded                   TRADED
contraband_log_thrown                   THROWN
contraband_log_hidden                   HIDDEN
contraband_log_detected                 DETECTED
contraband_log_dog                      DOG
contraband_log_found                    FOUND
contraband_log_owner                    OWNER
contraband_log_arranged                 Arranged *X hours ago

gangs_guards                            GUARDS *X
gangs_soldiers                          SOLDIERS *X / *Y MAX
gangs_evict                             EVICT
gangs_status                            *X Members . *Y Kills . $*Z

schedule_zone_shared                    Shared
schedule_zone_minseconly                Min Sec
schedule_zone_medseconly                Med Sec
schedule_zone_maxseconly                Max Sec
schedule_zone_protectedonly             Protective Custody
schedule_zone_supermaxonly              Super Max
schedule_zone_deathrowonly              Death Row
schedule_zone_staffonly                 Staff Only
schedule_zone_unlocked                  Unlocked



# =============================================================================
# Needs / Actions / Bio etc
# =============================================================================

action_poo                              Poo
action_wee                              Wee
action_wash                             Showering
action_relax                            Relaxing
action_sleep                            Sleeping
action_nap                              Napping
action_getmeal                          Getting Food
action_sit                              Sitting
action_exercise                         Exercising
action_liftweights                      Weightlifting
action_phonehome                        Phoning Family
action_watchtv                          Watching Tv
action_playpool                         Playing Pool
action_stealknife                       Acting Suspicious
action_stealspoon                       Acting Suspicious
action_urinate                          Urinating
action_soilsuit                         Soiling Suit
action_eat                              Eating
action_complain                         Complaining
action_work                             Working
action_visitation                       Visitation
action_parole                           Parole Hearing
action_none                             None
action_misbehaving                      Misbehaving
action_escaping                         Escaping
action_destroying                       Destroying
action_spoiling                         Spoiling
action_fighting                         Fighting
action_rioting                          Rioting
action_hostagetaking                    Hostage Taking
action_reformprogram                    Reform Program
action_changeclothes                    Changing Clothes
action_getbook                          Get Book
action_pray                             Praying
action_shopping                         Shopping

status_effect_title						=[Status Effects]=
status_effect_none						None
status_effect_suppressed				Suppressed
status_effect_goodfood					Well Fed
status_effect_drunk						Drunk
status_effect_high                      High
status_effect_withdrawal				Withdrawal
status_effect_tazed                     Tazed
status_effect_overdosed                 Overdosed
status_effect_surrendered               Surrendered
status_effect_calming                   Calming
status_effect_angst                     Angry
status_effect_wounded                   Bleeding
status_effect_virus                     Sick
status_effect_virusdeadly               Sick
status_effect_overheating               Overheating
status_effect_exposure                  Exposure

condition_treated                       Treated
condition_needstreating                 Needs Treating

experience_totaltime                    Total Time
experience_misconduct                   Misconduct
experience_lockeddown                   Lockdown
experience_regime                       Regime
experience_sleep                        Sleep
experience_work                         Work
experience_class                        Class
experience_freetime                     Free Time
experience_moodbad                      Bad
experience_moodnormal                   Normal
experience_moodgood                     Good
experience_nocondition                  None
experience_kod                          KOd
experience_hurt                         Hurt
experience_suppressed                   Suppressed
experience_intoxicated                  Intoxicated
experience_wellfed                      Well Fed
experience_exercise                     Exercise

need_name_nothing                       Nothing
need_name_bladder                       Bladder
need_name_bowels                        Bowels
need_name_sleep                         Sleep
need_name_food                          Food
need_name_safety                        Safety
need_name_hygiene                       Hygiene
need_name_exercise                      Exercise
need_name_family                        Family
need_name_recreation                    Recreation
need_name_comfort                       Comfort
need_name_environment                   Environment
need_name_privacy                       Privacy
need_name_freedom                       Freedom
need_name_clothing                      Clothing
need_name_drugs                         Drugs
need_name_alcohol                       Alcohol
need_name_starving                      Starving
need_name_spirituality                  Spirituality
need_name_literacy                      Literacy
need_name_babysleep                     [Baby] Sleep
need_name_babyplay                      [Baby] Play
need_name_warmth                        Warmth
needs_locked                            (Psychologist Required To Show Needs)
needs_title                             =[Needs]=

reputation_title                        Reputation
reputation_hidden                       (Unknown Reputation)
reputation_hidden_short                 ???

reputation_legendary                    --LEGENDARY--
reputation_strong                       Strong
reputation_tough                        Tough
reputation_volatile                     Volatile
reputation_snitch                       Snitch
reputation_deadly                       Deadly
reputation_stoical                      Stoical
reputation_fearless                     Fearless
reputation_exlaw                        Ex Law Enforcement
reputation_copkiller                    Cop Killer
reputation_quick                        Quick
reputation_instigator                   Instigator
reputation_fighter                      Skilled Fighter
reputation_gangmember                   Gang Member
reputation_federalwitness               Federal Witness

reputation_strong_high                  Extremely Strong
reputation_tough_high                   Extremely Tough
reputation_volatile_high                Extremely Volatile
reputation_deadly_high                  Extremely Deadly
reputation_exlaw_high                   Ex Prison Guard
reputation_quick_high                   Extremely Quick
reputation_fighter_high                 Expert Fighter

reputation_legendary_high               --LEGENDARY--
reputation_snitch_high                  Snitch
reputation_stoical_high                 Stoical
reputation_fearless_high                Fearless
reputation_copkiller_high               Cop Killer
reputation_instigator_high              Instigator
reputation_gangmember_high              Gang Member

reputationtooltip_legendary             This prisoner is a legend of the criminal underworld, and has numerous skills and abilities that make them very dangerous.
reputationtooltip_strong                This prisoner hits harder with each punch during fights.
reputationtooltip_tough                 This prisoner can withstand a lot more punishment in a fight. They can also sometimes withstand being hit by a Tazer.
reputationtooltip_volatile              This prisoner is liable to kick off without warning and for no reason.
reputationtooltip_stoical               This prisoner will not become suppressed when locked in Solitary. They really don't care.
reputationtooltip_snitch                This prisoner is a known informant, and as such their life may be in danger. Don't leave them alone with other prisoners for too long.
reputationtooltip_deadly                This prisoner is a master in lethal combat moves, and can sometimes kill with a single hit.
reputationtooltip_exlaw                 This prisoner was once a Police Officer, or some other law enforcement profession. Their life may be in danger.
reputationtooltip_copkiller             This prisoner is guilty of murdering a Police Officer. Your prison guards may be unable to restrain themselves when subduing them.
reputationtooltip_fearless              This prisoner is not intimidated by the sight of Armed Guards, and is less likely to surrender during a fight.
reputationtooltip_quick                 This prisoner is an unusually fast runner.
reputationtooltip_instigator            This prisoner sows seeds of discontent in all those nearby. When he causes trouble, nearby prisoners will feel compelled to do the same.
reputationtooltip_fighter               This prisoner is skilled in defensive combat moves. They can disarm their opponent, or even take their weapon from them in a fight.
reputationtooltip_gangmember            This prisoner belongs to a gang. They will defend their fellow gang members and will harbour hatred towards rival gangs.
reputationtooltip_federalwitness        This prisoner is a witness in an important legal case, and as such as been targeted for death by a gang or crime boss.


# =============================================================================
# Nameplate status
# ============================================================================= 

nameplate_working                       Working
nameplate_stationed                     Stationed
nameplate_patrolling                    Patrolling
nameplate_resting                       Resting
nameplate_tired                         Tired
nameplate_injured                       Injured
nameplate_unconscious                   Unconscious
nameplate_dead                          DEAD
nameplate_released                      RELEASED
nameplate_researching                   Researching
nameplate_overdose                      OVERDOSED
nameplate_starving                      STARVING
nameplate_wounded                       BLEEDING


# =============================================================================
# Objectives, Grants
# =============================================================================

objective_feedallprisoners              Feed all Prisoners
objective_caption_prisoners             Prisoners
objective_caption_meals                 Meals
objective_readceosletter                Read the CEO's letter
objective_actionrequired                Incident Reports

objective_deathrowinmates               Death Row Inmates Status

objective_prisonerintake                Prisoner Intake
objective_intake_arrivals               *X prisoners arriving 8am
objective_intake_closed                 Your prison is closed to new inmates
objective_intake_closed2                (See the Prisoner's Report)
objective_intake_closed3                (See the Intake Report)
objective_intake_specials				Special Transfers:
objective_intake_categories             Categories: 
objective_intake_minsec                 Min, 
objective_intake_medsec                 Normal, 
objective_intake_maxsec                 Max
objective_intake_deathrow               Death Row
objective_intake_typeclosed             Closed
objective_intake_typefillcapacity       Fill to capacity
objective_intake_typetotalprisoners     Fill to *X
objective_intake_typenumperday          *X per day
objective_intake_typeallavailable       All available

objective_builddeliveriesroom           Set up a delivery area 

objective_outgoing                      Prisoners due for release
objective_outgoing_count                *X prisoners due for release soon
objective_outgoing_timer                (*X hrs)

objective_visitors                      Visitors (8am - 8pm)
objective_visitors_waiting              *X families waiting to visit
objective_visitors_onsite               *X visitors on site in *Y groups

objective_staffexhausted                Staff Exhausted
objective_reststaff_exhausted           *X staff members are exhausted.
objective_reststaff_resting             (*X are resting)
objective_reststaff_needstaffroom       Build a Staff Room so they can rest.

objective_punishment_solitary           *X in Solitary Confinement
objective_punishment_solitary_queue     *X awaiting Solitary Confinement
objective_punishment_solitary_mix       *X in Solitary (+*Y awaiting)
objective_punishment_lockdown           *X in Lockdown
objective_incident_medical              *X require medical attention
objective_incident_dead                 *X dead bodies

objective_prisonerparole                Prisoner Parole
objective_parole_count                  *X prisoners up for parole

objective_payment_receivedfull          Payment: *X received
objective_payment_receivedpart          Payment: *X received out of *Y total

objective_grant_bootstraps                  Basic Detention Centre
objective_grant_bootstraps_description      Turn an empty field into a functioning prison.  This government contract gives you the funds necessary to build the absolute minimum facilities for your first set of Prisoners.
objective_grant_bootstraps_holdingcell      Build a holding cell
objective_grant_bootstraps_shower           Build a shower
objective_grant_bootstraps_yard             Build a yard 
objective_grant_bootstraps_kitchen          Build a kitchen
objective_grant_bootstraps_canteen          Build a canteen
objective_grant_bootstraps_guard            Hire at least two guards
objective_grant_bootstraps_chef             Hire at least two cooks

objective_grant_administration                          Administration Centre
objective_grant_administration_description              Every prison project needs a functioning administration facility, to ensure things run smoothly and to hold the project accountable.  This contract pays for a Warden and an Accountant and their offices, which will then give us access to the full Federal Grant system.
objective_grant_administration_offices                  Build two offices
objective_grant_administration_warden                   Hire a Warden 
objective_grant_administration_accountant_research      Unlock Finance through Bureaucracy
objective_grant_administration_accountant               Hire an Accountant

objective_grant_firstcellblock                  Cell Block A
objective_grant_firstcellblock_description      The basics are up and running.  It is time to build your first cell block, and transfer the existing prisoners into cells of their own.
objective_grant_firstcellblock_cells            Raise your Prisoner Capacity to 15

objective_grant_health                      Inmate Health and Well Being
objective_grant_health_description          The physical and mental health of our inmates is very important to us.  This grant is to facilitate the construction of a state of the art medical ward, and to hire doctors and psychologists to look after the inmates health needs.
objective_grant_health_ward                 Build a medical ward
objective_grant_health_doctors              Hire at least two doctors
objective_grant_health_psychologist         Hire a psychologist (Requires an Office)

objective_grant_bailout                     Government Bailout
objective_grant_bailout_description         The government is deeply unhappy with your performance, but has decided your prison is too big to fail. Tax-payer funds will be issued to rescue the prison from bankruptcy. However you must balance your books - return your prison to a positive cashflow (daily income higher than expenses), and clear your debts with the bank.
objective_grant_bailout_cashflow            Income higher than expenses
objective_grant_bailout_debt                Clear your debts


objective_grant_maintenance                         Prison Maintenance
objective_grant_maintenance_description             General upkeep and maintenance of the prison and its grounds are important for both the security and safety of the staff and inmates. Hire the necessary personnel to keep your prison clean and orderly.
objective_grant_maintenance_research_root           Unlock Maintenance through Bureaucracy
objective_grant_maintenance_research_cleaning       Unlock Cleaning through Bureaucracy
objective_grant_maintenance_research_groundskeeping Unlock Grounds Keeping through Bureaucracy
objective_grant_maintenance_foreman                 Hire a Foreman (Requires an Office)
objective_grant_maintenance_janitor                 Hire at least two janitors
objective_grant_maintenance_gardener                Hire a gardener 

objective_grant_visitation                          Visitation Rights
objective_grant_visitation_description              A number of other facilities in the region are facing legal action for denying prisoners their visitation rights. Investors don't want a scandal, and are providing this grant to ensure adequate facilities are available.
objective_grant_visitation_room                     Build a visitation room
objective_grant_visitation_tables                   Add at least three visitors tables
objective_grant_visitation_commonroom               Build a common room
objective_grant_visitation_pooltable                Add a pool table
objective_grant_visitation_tv                       Add at least two TVs
objective_grant_visitation_phones                   Build at least five phone booths

objective_grant_basicsecurity                       Security Procedure Certification
objective_grant_basicsecurity_description           A common pitfall at new prisons are security lapses due to the inexperience of the staff with the facility. Ensure we have no early mishaps that might hurt our record in the future by increasing security to an acceptable level.
objective_grant_basicsecurity_chief                 Hire a Security Chief (Requires an Office)
objective_grant_basicsecurity_guards                Hire ten guards
objective_grant_basicsecurity_patrols               Assign three guards to patrol routes
objective_grant_basicsecurity_research              Unlock Patrols through Bureaucracy

objective_grant_enhancedsecurity                    Governmental Security Ratings
objective_grant_enhancedsecurity_description        The Government has certain requirements regarding security for prisons over a certain size, and applies hefty fines to those that come up short. Ensure this doesn't become a problem.
objective_grant_enhancedsecurity_armoury            Build an Armoury
objective_grant_enhancedsecurity_kennel             Build a Kennel
objective_grant_enhancedsecurity_guards             Hire two Armed Guards
objective_grant_enhancedsecurity_dogs               Hire two Dog Handlers
objective_grant_enhancedsecurity_patroldogs         Assign two Dog Handlers to a Dog Patrol
objective_grant_enhancedsecurity_patrolarmed        Assign two Armed Guards to a Patrol

objective_grant_advancedsecurity                    Max-Sec Infrastructure Implementation
objective_grant_advancedsecurity_description        Maintaining security for a large number of prisoners can be difficult, but the cost of a breach is far greater than the cost of implementing the proper security measures. Install the necessary equipment throughout your prison.
objective_grant_advancedsecurity_guards             Increase the size of your security force
objective_grant_advancedsecurity_researchcctv       Unlock CCTV through Bureaucracy
objective_grant_advancedsecurity_researchbodyarmour Unlock Body Armour through Bureaucracy
objective_grant_advancedsecurity_researchtazers     Unlock Tazers through Bureaucracy
objective_grant_advancedsecurity_office             Build a Security Office
objective_grant_advancedsecurity_cctvmonitor        Build a CCTV Monitor
objective_grant_advancedsecurity_cctvcameras        Place CCTV Cameras throughout your prison

objective_grant_prisonerworkforce                   Prisoner Acclimatization and Engagement 
objective_grant_prisonerworkforce_description       Having prisoners work in your prison is a good way of integrating them into the environment while also cutting costs. Complete the necessary training and build the necessary facilities to put your prisoners to work.
objective_grant_prisonerworkforce_research          Unlock Prisoner Labour through Bureaucracy
objective_grant_prisonerworkforce_cleaning          Build a Cleaning Cupboard
objective_grant_prisonerworkforce_laundry           Build a Laundry
objective_grant_prisonerworkforce_kitchenclass      Have three prisoners complete the Kitchen Safety and Hygiene program
objective_grant_prisonerworkforce_laundryassigned   Assign three prisoners to work in the Laundry
objective_grant_prisonerworkforce_kitchenassigned   Assign three prisoners to work in the Kitchen
objective_grant_prisonerworkforce_cleaningassigned  Assign three prisoners to work in the Cleaning Cupboard

objective_grant_educationreformprogram              The Reform through Education Initiative
objective_grant_educationreformprogram_description  A prominent campaign group is conducting a large scale social experiment into the effects of education on prisoner re-offending rates. Set up some classrooms and begin educating your prisoners.
objective_grant_educationreformprogram_research     Unlock Education through Bureaucracy
objective_grant_educationreformprogram_classroom    Build a Classroom
objective_grant_educationreformprogram_desks        Build twenty school desks
objective_grant_educationreformprogram_foundationed Have ten prisoners pass the Foundation Education Course
objective_grant_educationreformprogram_generaled    Have one prisoner pass the General Education Course

objective_grant_prisonlabour                        Prison Manufacturing Facility
objective_grant_prisonlabour_description            Financiers want you to increase your prison's profitability, and are willing to invest funds to help build workshops and turn your prisoners into a labour force.
objective_grant_prisonlabour_workshop               Build a Workshop
objective_grant_prisonlabour_saw                    Build two workshop saws
objective_grant_prisonlabour_press                  Build two workshop presses
objective_grant_prisonlabour_reform                 Have five prisoners pass the Workshop Safety Program
objective_grant_prisonlabour_plates                 Produce 30 license plates

objective_grant_furnituremanufacturing              Carpentry Apprenticeship Program
objective_grant_furnituremanufacturing_description  Offering carpentry courses to your prisoners can teach them a valuable skill they can use once they are released, and allow them to produce high end furniture in your workshop which can be sold to increase income. 
objective_grant_furnituremanufacturing_forestry     Build a Forestry
objective_grant_furnituremanufacturing_table        Build two carpenters tables
objective_grant_furnituremanufacturing_reform       Have two prisoners pass the Carpentry course
objective_grant_furnituremanufacturing_bed          Produce ten Superior Beds

objective_grant_reducestaffstress                   Staff Well-being Initiative
objective_grant_reducestaffstress_description       Prison worker unions have been receiving reports of staff being overstressed and overworked, to the point that mistakes are being made. Make sure similar issues do not occur in your facility.
objective_grant_reducestaffstress_staffroom         Build a Staffroom
objective_grant_reducestaffstress_freeguards        Have at least five guards without assigned duties
objective_grant_reducestaffstress_restedstaff       Ensure none of your staff are exhausted

objective_grant_shortterminvestment                 Short-term Investment
objective_grant_shortterminvestment_description     Pay money into an investment fund which will ultimately give a reasonable return on your initial sum.
objective_grant_shortterminvestment_wait            Wait for funds...

objective_grant_longterminvestment                  Long-term Investment
objective_grant_longterminvestment_description      Pay money into an long-term investment fund which will ultimately give a large return on your initial sum.
objective_grant_longterminvestment_wait             Wait for funds...

objective_grant_cellblock50                         Cell Block B
objective_grant_cellblock50_description             It's time to further expand your prison beyond a simple holding facility. 
objective_grant_cellblock50_cells                   Raise your prisoner capacity to 50

objective_grant_cellblock100                        Cell Block C
objective_grant_cellblock100_description            Make adequate use of your land by continuing to expand your prison.
objective_grant_cellblock100_cells                  Raise your prisoner capacity to 100

objective_grant_cellblock200                        Cell Block D
objective_grant_cellblock200_description            More prisoners means more government funding. Increase your capacity to capitalize on this.
objective_grant_cellblock200_cells                  Raise your prisoner capacity to 200

objective_grant_cellblock500                        Cell Block E
objective_grant_cellblock500_description            The government offers a great many financial incentives to the largest prisons. It's time to work towards that goal.
objective_grant_cellblock500_cells                  Raise your prisoner capacity to 500

objective_grant_nutritionresearch                   Inmate Nutrition Research
objective_grant_nutritionresearch_description       An independent research group are offering funds in order to participate in a trial on the effects of varying inmate eating habits. 
objective_grant_nutritionresearch_poor              Serve a single low quantity, low variety meal for two days
objective_grant_nutritionresearch_good              Serve three high variety, high quantity meals for two days

objective_grant_drugsearch                          Crackdown on Drugs
objective_grant_drugsearch_description              Concerns about drug use in larger prisons is increasing recently. Take a pro-active stance and show that you are tackling the problem.
objective_grant_drugsearch_find                     Find ten illegal narcotics

objective_grant_contrabandsupply                    Tool Cleanup
objective_grant_contrabandsupply_description        Following a number of incidents in other prisons involving stolen items, a group is performing studies on the distribution of tools and weapons throughout prisons. This part of the trial involves trying to remove all such items from your prison population.
objective_grant_contrabandsupply_tools              Remove the supply of stolen tools
objective_grant_contrabandsupply_weapons            Remove the supply of stolen weapons

grant_category_completed                            Completed:
grant_category_unlocked                             Unlocked:
grant_category_cash                                 Cash:
grant_category_cashflow                             Cashflow:
grant_category_debt                                 Debt:
grant_category_prisoners                            Prisoners:

grant_property_atleast                              At Least *X
grant_property_atmost                               No More Than *X


# =============================================================================
# Materials
# =============================================================================
                                              
                                                                                                       
object_none                              None
object_box                               Box
object_stack                             Stack
object_bed                               Bed
object_bunkbed                           Bunk Bed
object_crib                              Crib
object_toilet                            Toilet
object_table                             Table
object_chair                             Chair
object_bench                             Bench
object_electricchair                     Electric Chair
object_jaildoor                          Jail Door
object_jaildoorlarge                     Large Jail Door
object_door                              Door
object_solitarydoor                      Solitary Door
object_staffdoor                         Staff Door
object_remotedoor                        Remote Door
object_roadgate                          Road Gate
object_jailbars                          Jail Bars
object_window                            Window
object_windowlarge                       Large Window
object_tree                              Tree
object_light                             Light
object_cooker                            Cooker
object_fridge                            Fridge
object_bin                               Bin
object_sink                              Sink
object_servingtable                      Serving Table
object_showerhead                        Shower Head
object_brick                             Brick
object_concrete                          Concrete
object_steel                             Steel
object_ingredients                       Ingredients
object_ingredientscooking                Ingredients (Cooking)
object_ingredientscooked                 Ingredients (Cooked)
object_ingredientsspoiled                Ingredients (Spoiled)
object_meal                              Meal
object_foodtray                          Food Tray
object_foodtraydirty                     Food Tray (Dirty)
object_grassturf                         Grass Turf
object_prisoneruniform                   Prisoner Uniform
object_dirtyprisoneruniform              Prisoner Uniform (Dirty)
object_crumpledprisoneruniform           Prisoner Uniform (Crumpled)
object_bleach                            Bleach
object_sheetmetal                        Sheet Metal
object_licenseplateblank                 License Plates (Blank)
object_licenseplate                      License Plates
object_log                               Log
object_wood                              Wood
object_workman                           Workman
object_truckdriver                       Truck Driver
object_guard                             Guard
object_riotguard                         Riot Guard
object_armedguard                        Armed Guard
object_prisoner                          Prisoner
object_doctor                            Doctor
object_paramedic                         Paramedic
object_cook                              Cook
object_gardener                          Gardener
object_janitor                           Janitor
object_fireman                           Fireman
object_avatar                            Avatar
object_actor                             Actor
object_visitor                           Visitor
object_executionwitness                  Execution Witness
object_doghandler                        Dog Handler
object_dog                               Guard Dog 
object_dogcrate                          Dog Crate
object_teacher                           Teacher
object_soldier                           Soldier
object_sniper                            Sniper
object_warden                            Warden
object_chief                             Chief
object_foreman                           Foreman
object_psychologist                      Psychologist
object_accountant                        Accountant
object_lawyer                            Lawyer
object_supplytruck                       Supply Truck
object_prisonerbus                       Prisoner Bus
object_fireengine                        Fire Engine
object_riotvan                           Riot Van
object_ambulance                         Ambulance
object_hearse                            Hearse
object_trooptruck                        Troop Truck
object_fire                              Fire
object_garbage                           Garbage
object_rubble                            Rubble
object_bookshelf                         Bookshelf
object_officedesk                        Office Desk
object_filingcabinet                     Filing Cabinet
object_medicalbed                        Medical Bed
object_morgueslab                        Morgue Slab
object_equipment                         Equipment
object_prop                              Prop
object_dummy                             Dummy
object_powerstation                      Power Station
object_capacitor                         Capacitor
object_electricalcable                   Electrical Cable
object_powerswitch                       Power Switch
object_logiccircuit                      Logic Circuit
object_logicbridge                       Logic Bridge
object_waterpumpstation                  Water Pump Station
object_pipevalve                         Pipe Valve
object_pipelarge                         Large Pipe
object_pipesmall                         Small Pipe
object_drain                             Drain
object_sprinkler                         Sprinkler
object_metaldetector                     Metal Detector
object_weightsbench                      Weights Bench
object_phonebooth                        Phone Booth
object_tv                                Tv
object_largetv                           Large Tv
object_pooltable                         Pool Table
object_polaroid                          Polaroid
object_cctv                              CCTV
object_cctvmonitor                       CCTV Monitor
object_laundrymachine                    Laundry Machine
object_laundrybasket                     Laundry Basket
object_ironingboard                      Ironing Board
object_visitortable                      Visitor Table
object_visitortablesecure                Visitor Booth
object_workshopsaw                       Workshop Saw
object_workshoppress                     Workshop Press
object_carpentertable                    Carpenter Table
object_boombox                           Boombox
object_guardlocker                       Guard Locker
object_sofachairsingle                   Sofa
object_sofachairdouble                   Wide Sofa
object_drinkmachine                      Drink Machine
object_arcadecabinet                     Arcade Cabinet
object_radio                             Radio
object_radiator                          Radiator
object_bookshelflarge                    Library Bookshelf
object_weaponrack                        Weapon Rack 
object_treestump                         Tree Stump
object_schooldesk                        School Desk
object_superiorbed                       Superior Bed
object_doorcontrolsystem                 Door Control System
object_phonemonitor                      Phone Tap
object_servo                             Door Servo
object_doortimer                         Door Timer
object_pressurepad                       Pressure Pad
object_statuslight                       Status Light
object_wire                              Connect
object_dismantleobject                   Dismantle Object
object_dismantleutility                  Dismantle Utility
object_sellobject                        Sell Object
object_canceljobs                        Cancel Jobs
object_showallwires                      Show Wires
object_tidywires                         Tidy Wires
object_cutscenepolaroid                  Cutscene Polaroid
object_cutscenecamera                    Cutscene Camera
object_cutscenecue                       Cutscene Cue
object_cutscenecaption                   Cutscene Caption
object_foodwaste                         Food Waste
object_altar                             Altar
object_pews                              Pews
object_prayermat                         Prayer Mat
object_paroleofficer                     Parole Officer
object_parolelawyer                      Parole Lawyer
object_spiritualleader                   Spiritual Leader
object_librarybookshelf                  Library Shelf
object_librarybookunsorted               Library Book (Unsorted)
object_librarybooksorted                 Library Book (Sorted)
object_sortingtable                      Sorting Desk
object_ruinedbook                        Ruined Book
object_foodbowl                          Food
object_appealslawyer                     Appeals Lawyer
object_appealsmagistrate                 Appeals Magistrate
object_mailsatchel                       Mail Satchel
object_mailunsorted                      Unsorted Mail
object_mailsorted                        Sorted Mail
object_prisonermail                      Mail
object_prisonermailopened                Mail (Opened)
object_shopfront                         Shop Front
object_shopgoods                         Shop Goods
object_shopshelf                         Shop Shelf
object_playmat                           Play Mat
object_guardtower                        Guard Tower
object_waterboiler                       Water Boiler
object_pipehotwater                      Hot Water Pipe

material_none                            None
material_building                        Building (Brick)
material_buildingconcrete                Building (Concrete)
material_demolish                        Bulldoze
material_clearindoorarea                 Clear Indoor Area
material_demolishwalls                   Demolish Walls
material_removetunnels                   Remove Tunnels
material_canceljobs                      Cancel Jobs
material_dirt                            Dirt
material_sand                            Sand
material_pavingstone                     Paving Stone
material_grass                           Grass
material_gravel                          Gravel
material_road                            Road
material_roadmarkings                    Road Markings
material_roadmarkingsleft                Road Markings (Left)
material_roadmarkingsright               Road Markings (Right)
material_stone                           Stone
material_fence                           Fence
material_concretetiles                   Concrete Tiles
material_concretefloor                   Concrete Floor
material_woodenfloor                     Wooden Floor
material_ceramicfloor                    Ceramic Floor
material_mosaicfloor                     Mosaic Floor
material_metalfloor                      Metal Floor
material_marbletiles                     Marble Tiles
material_whitetiles                      White Tiles
material_fancytiles                      Fancy Tiles
material_concretewall                    Concrete Wall
material_brickwall                       Brick Wall
material_perimeterwall                   Perimeter Wall
material_burntfloor                      Burnt Floor
material_burntwall                       Burnt Wall
material_buildingframe                   Building Frame
material_roof                            Roof

room_none                                None
room_cell                                Cell
room_holdingcell                         Holding Cell
room_solitary                            Solitary
room_superiorcell                        Superior Cell
room_dormitory                           Dormitory
room_familycell                          Family Cell
room_sharedcell                          Shared Cell
room_canteen                             Canteen
room_kitchen                             Kitchen
room_shower                              Shower
room_yard                                Yard
room_storage                             Storage
room_deliveries                          Deliveries
room_garbage                             Garbage
room_execution                           Execution
room_workshop                            Workshop
room_security                            Security
room_office                              Office
room_medicalward                         Infirmary
room_morgue                              Morgue
room_commonroom                          Common Room
room_laundry                             Laundry
room_visitation                          Visitation
room_cleaningcupboard                    Cleaning Cupboard
